	SRR3735256	SRR3735257	SRR3735258	SRR3735259	SRR3735260	SRR3735261	SRR3735262	SRR3735263	SRR3735264	SRR3735265	SRR3735266	SRR3735268	SRR3735269	SRR3735270	SRR3735271	SRR3735272	SRR3735273	SRR3735274	SRR3735275	SRR3735276	SRR3735277	SRR3735278	SRR3735279	SRR3735280	SRR3735281	SRR3735283	SRR3735284	SRR3735285	SRR3735286	SRR3735287	SRR3735288	SRR3735289	SRR3735290	SRR3735292	SRR3735293	SRR3735294	SRR3735295	SRR3735296	SRR3735297	SRR3735298	SRR3735299	SRR3735300	SRR3735301	SRR3735302	SRR3735303	SRR3735304	SRR3735305
ASV_129	0	0	0	0	0	158	486	2334	2310	0	0	0	130	0	0	0	12	70	0	98	0	0	0	264	0	0	0	0	0	2680	60	0	1558	0	102	20	142	0	0	0	0	916	28	0	0	0	0
ASV_130	0	0	0	2	0	442	426	2538	820	0	0	0	14	0	0	0	0	0	0	0	6	0	0	152	0	0	0	0	0	3276	0	0	1028	172	66	114	0	0	0	0	0	2272	0	0	0	0	0
ASV_131	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	7046	3446	60	0	48	0	42	0	0	0	0	0	0	382	0	90	0	18	0	0	0	0	48	44	0	0	0
ASV_132	0	0	0	0	0	0	0	0	0	84	8480	310	0	464	0	0	0	0	0	0	0	0	18	0	2	30	74	0	0	0	0	0	0	0	0	0	618	224	0	548	0	0	186	114	90	0	0
ASV_133	10222	402	80	0	0	0	0	0	0	0	56	0	0	326	48	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	48	0	0	0	44
ASV_134	34	18	0	76	54	2090	1514	0	14	0	0	0	460	0	0	0	24	100	0	170	0	0	0	14	0	0	0	0	4	3258	560	0	1224	58	18	78	84	48	0	46	0	1086	14	0	0	0	0
ASV_135	0	0	0	0	0	988	1042	5024	2236	0	0	0	40	0	0	0	0	0	0	0	12	2	0	74	0	0	0	0	0	350	2	0	226	288	90	382	0	0	0	0	0	0	0	8	0	0	0
ASV_136	332	416	370	864	592	1474	636	476	1460	30	0	144	836	0	922	0	12	28	0	36	0	0	0	360	0	6	0	0	0	176	36	0	40	0	516	0	0	0	0	0	0	0	92	264	160	0	244
ASV_137	20	2	104	0	0	0	2	0	0	0	0	8	0	2	578	0	0	4	0	0	0	6	82	50	22	228	28	1932	68	0	0	0	0	0	6	0	0	0	0	0	0	126	420	6	990	0	5702
ASV_138	190	78	0	76	88	2020	1460	2512	1596	0	0	0	788	0	0	0	0	6	0	18	10	0	0	550	0	0	0	0	0	82	0	0	10	0	890	6	0	0	0	0	0	0	0	0	0	2	0
ASV_139	196	40	0	146	120	0	0	0	0	0	0	0	14	0	0	0	850	4676	0	0	0	0	0	0	4	0	60	0	0	1684	2240	0	0	0	0	24	0	52	0	208	0	0	0	0	0	0	0
ASV_140	64	18	0	18	116	1838	3090	798	674	0	0	0	70	0	0	0	0	46	0	10	214	118	6	416	0	2	8	0	0	632	14	0	244	1380	110	310	0	0	0	0	0	0	0	8	0	0	34
ASV_141	708	192	2	178	678	448	360	1770	666	0	1920	6	24	0	0	0	0	0	0	12	164	208	26	164	60	0	0	0	0	94	0	0	24	982	158	372	0	346	0	0	0	0	140	338	34	0	0
ASV_142	0	0	0	4	14	1076	1086	3648	1292	0	0	0	44	0	0	0	0	0	0	14	0	6	0	172	0	0	0	0	0	1902	0	0	456	98	90	72	0	0	0	0	0	92	0	0	0	0	0
ASV_143	0	0	0	0	0	196	110	4734	2936	0	0	0	36	0	0	0	0	0	0	6	0	0	0	910	0	0	0	0	0	246	0	0	114	10	678	10	0	0	0	0	0	0	0	0	0	0	0
ASV_144	0	6	0	46	14	46	58	446	266	0	0	0	22	0	214	0	0	0	0	124	32	32	0	0	0	0	0	0	0	1392	6	0	600	1540	8	4404	540	12	0	0	0	86	0	46	0	0	0
ASV_145	880	156	0	402	1298	396	422	0	22	0	0	0	46	0	0	0	16	358	0	64	0	0	0	24	0	0	6	18	0	3512	128	0	1088	0	12	0	0	4	0	0	0	1004	0	0	0	0	24
ASV_146	0	0	0	0	0	182	194	4590	1506	0	0	0	18	0	0	0	0	10	0	34	16	22	0	964	0	0	0	0	0	1364	0	0	242	138	394	18	0	0	0	0	0	0	0	0	0	0	0
ASV_147	0	0	0	16	0	228	68	1162	400	0	0	0	0	0	0	0	0	0	0	10	28	30	12	26	8	0	0	0	0	774	18	0	442	1504	0	2426	0	1170	0	0	0	1252	0	0	0	0	0
ASV_148	0	0	596	356	244	0	2	78	252	116	504	690	0	756	3454	158	0	0	0	0	0	0	0	20	0	0	26	0	0	144	0	0	18	16	20	0	282	264	0	1052	0	294	18	26	16	0	134
ASV_149	2132	434	0	3414	3160	0	0	0	0	0	2	0	0	0	0	0	2	56	0	0	0	0	0	2	0	0	0	0	0	184	76	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	12
ASV_150	136	46	0	0	0	0	8	2	0	0	88	90	0	652	836	0	0	0	0	0	0	0	0	18	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	50	290	274	0	6936
ASV_151	3842	528	0	866	3642	8	8	0	8	0	0	0	12	0	0	0	0	50	0	4	12	14	0	36	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	100	6	46	0	146
ASV_152	0	0	0	0	0	14	0	12	0	0	0	0	10	0	0	0	4	198	0	0	0	0	0	4204	0	0	0	0	0	3058	0	0	0	0	470	0	0	0	0	0	0	1216	18	0	0	0	0
ASV_153	180	234	0	1224	356	44	24	0	0	0	0	0	1536	0	0	0	756	310	0	502	26	22	0	98	4	0	0	0	0	2112	1262	0	0	0	320	52	68	0	0	0	0	0	0	0	0	0	0
ASV_154	0	0	0	0	2	0	4	0	0	558	1030	2722	0	1756	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	178	2154	0	0
ASV_155	128	36	2	10	24	1798	546	198	178	0	28	0	1642	0	0	0	12	54	0	22	400	158	0	1098	0	8	0	0	0	52	0	0	0	192	1292	210	0	0	0	0	0	188	108	332	0	0	62
ASV_156	4664	2030	0	52	84	140	28	0	2	0	0	0	124	0	0	0	150	778	0	24	0	0	4	160	0	0	0	0	0	0	6	0	0	0	280	0	0	12	0	42	0	0	48	0	144	0	0
ASV_157	0	0	0	0	0	102	96	5196	2070	0	0	0	0	0	0	0	0	0	0	12	0	0	0	426	0	0	0	0	0	352	0	0	132	8	324	4	0	0	0	0	0	0	0	0	0	0	0
ASV_158	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	5338	2408	34	0	54	0	26	0	0	2	0	0	0	536	0	166	0	18	0	0	0	0	44	60	0	0	0
ASV_159	330	26	3632	0	0	68	0	6	0	0	0	0	12	0	116	0	0	6	0	0	0	0	52	892	0	102	114	90	0	0	0	0	0	0	226	0	0	0	0	0	0	0	386	30	364	0	2242
ASV_160	0	764	0	2698	5074	0	0	0	6	0	2	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
ASV_161	0	0	0	0	0	554	778	4314	1602	0	0	0	10	0	0	0	0	0	0	8	6	0	0	214	0	0	0	0	0	586	0	0	212	78	36	20	0	4	0	0	0	156	0	0	0	0	0
ASV_162	24	0	0	0	10	472	394	3374	1692	0	0	0	56	0	0	0	0	0	0	8	34	12	0	1046	0	0	0	0	0	544	0	0	232	84	488	14	0	0	0	0	0	0	14	0	0	0	0
ASV_163	168	30	4576	0	0	12	0	0	0	0	0	0	6	0	22	0	0	0	0	0	6	4	20	386	12	56	116	62	0	10	0	0	0	0	96	0	0	0	0	0	0	0	480	18	546	0	1828
ASV_164	1968	142	0	0	2	80	4	12	0	0	0	0	48	0	0	0	6	208	0	16	64	26	0	2734	0	0	0	8	0	34	0	0	0	0	782	0	0	0	0	0	0	244	496	1460	14	0	90
ASV_165	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	2	0	0	0	5098	2486	28	0	34	16	0	0	0	14	0	0	0	340	0	70	0	28	0	28	0	0	72	36	124	0	0
ASV_166	0	0	0	0	0	0	0	0	0	0	8208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	84	0	0	0
ASV_167	16	0	0	0	0	1006	80	1006	744	0	20	0	1382	0	0	0	2	0	0	308	4	8	0	1038	0	0	0	0	2	682	0	0	0	4	1794	0	0	0	0	0	0	140	6	164	0	0	0
ASV_168	404	106	0	422	358	1106	664	538	518	0	0	0	304	0	0	0	28	362	0	182	54	46	0	334	0	0	16	4	0	1430	426	2	396	54	408	136	0	0	0	0	0	0	0	0	28	0	0
ASV_169	0	0	0	12	16	4620	2276	58	196	0	0	0	664	0	0	0	0	0	0	10	10	0	0	30	0	0	0	0	0	224	0	0	78	4	16	0	0	0	0	0	0	0	4	0	0	0	34
ASV_170	26	0	0	0	16	402	394	1424	1040	0	0	0	368	0	0	0	0	0	0	0	0	0	0	1926	0	0	0	0	0	0	0	0	0	0	2604	0	0	0	0	0	0	0	0	18	0	0	0
ASV_171	26	16	4978	0	0	18	0	0	0	0	0	0	8	0	146	0	0	12	0	0	0	0	20	136	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	226	88	226	0	2146
ASV_172	976	98	318	0	0	54	0	0	0	0	234	0	38	0	0	0	0	100	0	32	1576	530	1200	448	884	0	4	8	0	36	0	0	0	0	282	0	0	0	0	0	0	254	540	236	98	0	106
ASV_173	0	0	0	0	0	3978	406	1702	114	0	0	0	504	0	0	0	0	0	0	50	0	0	0	728	0	0	0	0	0	178	0	0	248	0	126	0	0	0	0	0	0	0	0	0	0	0	0
ASV_174	642	188	0	4	42	272	328	3140	710	8	0	24	268	2	0	0	4	52	0	6	0	0	10	1046	0	0	22	0	0	120	0	0	8	6	508	0	152	0	0	22	0	0	60	38	116	0	160
ASV_175	28	8	0	0	0	1134	82	42	0	0	0	0	3026	0	0	0	62	196	0	974	26	6	0	254	0	0	0	0	0	528	4	0	4	0	1214	0	238	0	0	0	0	120	0	0	0	0	0
ASV_176	108	68	0	126	32	1426	164	0	0	0	0	0	3988	0	0	0	26	6	0	158	0	0	0	20	6	0	0	0	0	50	0	0	0	0	0	16	0	32	0	0	0	1652	0	54	0	0	0
ASV_177	0	0	0	0	0	184	34	764	294	0	0	0	160	0	0	0	0	0	0	240	6	0	0	1296	0	0	0	0	0	1016	0	0	350	0	1972	0	0	10	0	0	0	1368	0	0	0	0	0
ASV_178	12	0	0	0	0	46	0	2246	1674	0	0	0	20	0	0	0	0	10	0	16	14	6	2	1746	0	0	0	0	6	334	2	0	0	0	906	0	0	0	0	0	0	632	0	6	0	0	0
ASV_179	0	0	0	0	0	424	738	3730	1332	0	0	0	2	0	0	0	0	0	0	0	14	0	0	244	0	0	0	0	0	580	0	0	126	70	80	12	0	0	0	0	0	292	0	0	0	0	0
ASV_180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1338	416	12	0	0	6	0	0	0	0	0	0	0	2718	0	2952	116	16	0	0	0	0	14	32	6	0	0
ASV_181	24	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	58	0	2432	32	2478	96	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	1820	422	0	0	42
ASV_182	7450	0	0	0	0	0	10	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	20	0	14
ASV_183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4472	2270	28	14	66	8	36	0	0	0	0	0	0	430	0	60	0	30	0	0	0	0	44	38	0	0	0
ASV_184	2418	936	0	1448	2444	0	18	86	20	0	0	0	6	0	0	0	0	2	0	2	0	0	0	6	0	0	0	0	0	4	0	0	0	10	6	0	0	0	0	0	0	0	26	10	10	0	20
ASV_185	2132	1002	0	96	120	1270	232	190	6	0	0	0	1250	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	760	0	0	0	0	0	0	0	18	0	0	0	0
ASV_186	0	0	0	0	4	1296	2000	1530	902	0	0	0	50	0	0	0	0	6	0	28	0	6	0	488	0	0	0	0	0	284	0	0	218	48	114	8	0	0	0	0	0	458	4	0	0	0	0
ASV_187	0	0	3938	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	48	8	1760	62	0	0	0	0	0	0	0	0	0	0	0	0	166	16	4	0	0	1340
ASV_188	146	24	1602	0	8	10	0	42	4	0	104	0	0	38	802	0	0	82	0	12	0	20	8	714	0	68	46	348	10	210	0	0	0	0	26	0	0	0	0	0	0	16	804	192	498	0	1484
ASV_189	0	0	0	0	0	20	0	0	0	42	584	196	8	36	0	0	20	46	0	158	508	320	64	10	32	0	0	0	0	2360	16	0	408	686	6	510	0	86	0	190	0	318	210	318	34	0	0
ASV_190	20	10	0	20	44	1542	1994	1004	306	6	0	44	74	0	0	0	0	18	0	6	2	6	0	166	0	0	0	0	0	526	28	0	168	124	70	50	94	60	0	146	0	220	98	10	204	0	0
ASV_191	3278	632	0	18	38	44	40	0	18	0	0	0	62	0	0	0	0	10	0	16	802	634	170	478	108	0	0	0	0	44	0	0	0	26	420	10	0	60	0	74	0	0	26	12	20	0	0
ASV_192	28	6	0	38	32	1366	844	1908	1440	0	0	0	132	0	0	0	0	0	0	26	0	0	0	232	0	0	0	0	0	554	10	0	124	12	76	104	0	0	0	0	0	0	0	0	0	0	0
ASV_193	0	0	258	0	0	0	0	0	0	6	0	46	0	0	0	330	0	0	0	0	0	0	0	0	0	20	46	26	0	0	0	0	0	0	0	0	26	106	0	492	0	5552	4	0	8	0	4
ASV_194	140	12	5318	0	8	0	18	8	0	16	0	52	0	0	100	184	0	0	0	0	0	0	0	220	0	0	0	0	4	0	0	0	0	0	96	0	0	0	0	0	0	0	98	0	582	0	60
ASV_195	322	44	0	0	0	156	0	26	0	0	0	0	44	0	0	0	0	22	0	20	66	0	0	3220	0	0	0	0	0	100	0	0	0	0	2602	0	0	0	0	0	0	0	0	198	40	0	0
ASV_196	0	0	1504	0	0	0	0	0	0	0	0	2	0	0	38	0	0	0	0	0	0	0	0	0	0	28	0	1696	110	0	0	0	0	0	0	0	0	2	0	0	0	242	102	0	442	0	2634
ASV_197	12	0	0	10	10	2526	942	716	1036	0	0	0	172	0	0	0	0	8	0	32	0	0	0	114	0	0	2	0	0	424	12	0	130	18	588	46	0	0	0	0	0	0	0	0	0	0	0
ASV_198	1064	160	72	6	0	240	36	130	42	0	0	0	162	0	0	0	0	60	0	12	0	0	0	2814	0	0	16	0	0	84	0	0	0	0	1450	0	0	0	0	0	0	112	134	68	70	0	52
ASV_199	210	46	1522	0	0	12	0	14	0	42	220	284	12	884	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	538	46	2512	0	180
ASV_200	3476	1946	0	24	8	0	0	112	0	0	0	0	28	0	0	0	12	0	0	6	10	2	6	16	0	24	78	0	0	0	0	0	0	0	8	0	420	68	0	208	0	0	0	6	30	0	0
ASV_201	156	32	0	16	0	726	0	6	204	12	0	50	424	0	0	0	256	3408	0	0	0	0	0	256	0	0	0	0	0	278	460	0	0	0	134	0	0	0	0	0	0	0	40	0	30	0	0
ASV_202	0	0	0	0	0	254	222	2596	2510	0	0	0	16	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	250	0	0	0	6	218	0	0	0	0	0	0	16	0	0	0	0	0
ASV_203	714	80	0	24	434	34	752	4	76	0	342	0	6	772	350	146	0	392	0	0	26	8	14	88	0	8	200	4	14	210	4	0	8	8	20	4	24	172	0	596	0	262	100	0	246	0	272
ASV_204	66	12	0	44	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	484	100	0	146	0	0	0	0	56	0	0	6	2166	0	2102	0	226	0	0	0	0	14	20	0	0	0
ASV_205	58	12	0	0	0	1108	758	1264	662	0	0	0	188	0	0	0	0	14	0	28	102	20	0	996	0	0	0	0	0	342	0	0	8	116	648	44	0	0	0	0	0	0	6	8	0	0	0
ASV_206	3242	514	126	0	0	34	0	0	4	0	0	0	54	0	0	0	0	112	0	14	4	0	0	1612	0	14	0	0	0	12	0	0	0	0	494	0	0	0	0	0	0	0	22	16	20	0	20
ASV_207	150	30	0	0	0	6	0	0	0	0	10	0	20	0	0	0	0	12	0	0	3064	1446	0	328	8	16	20	0	0	40	0	0	0	10	236	0	0	2	0	0	0	0	510	368	0	0	6
ASV_208	168	18	4186	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	234	0	0	14	0	0	0	0	0	0	0	104	0	0	0	0	0	0	2	116	18	126	0	1222
ASV_209	5836	0	0	0	0	0	0	0	0	0	68	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
ASV_210	6	0	1908	0	2	0	0	0	0	0	52	0	0	344	932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662	10	696	2	1542
ASV_211	90	28	0	0	0	594	154	476	84	0	0	0	1624	0	0	0	14	40	0	106	0	0	0	1110	4	0	0	0	0	132	2	0	0	0	1542	0	0	0	0	0	0	0	22	90	0	0	0
ASV_212	0	0	110	0	0	522	0	0	0	0	0	0	658	0	0	0	2	0	0	608	4	0	0	1364	0	0	0	0	0	152	0	0	0	0	2402	0	0	0	0	0	0	0	0	274	0	0	8
ASV_213	24	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4512	1360	8	8	6	0	2	0	0	0	0	0	0	126	4	0	0	0	0	0	0	0	6	0	0	0	0
ASV_214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3664	1720	18	0	34	0	22	0	0	6	0	0	0	440	0	70	0	14	0	0	0	0	18	50	0	0	0
ASV_215	4086	484	0	0	192	20	14	28	0	0	0	8	22	0	0	0	6	312	0	0	0	10	0	614	0	0	62	0	0	30	6	0	0	0	56	0	0	0	0	0	0	0	8	0	8	0	38
ASV_216	0	0	0	0	0	272	468	3542	888	0	0	0	8	0	0	0	0	0	0	0	32	10	0	62	0	0	0	0	0	94	0	0	38	394	20	136	0	0	0	0	0	0	0	10	0	0	0
ASV_217	50	0	0	4	34	744	1150	1692	976	0	0	0	28	0	0	0	0	0	0	8	108	32	4	490	0	0	0	0	0	48	0	0	0	300	104	176	0	0	0	0	0	0	0	0	0	0	0
ASV_218	28	0	0	6	10	1018	976	1710	526	0	0	0	28	0	0	0	0	48	0	26	2	2	0	40	0	0	0	0	0	774	30	0	490	48	44	50	0	72	0	0	0	0	0	0	0	0	0
ASV_219	104	30	0	0	0	0	8	278	18	0	0	0	8	0	0	0	0	0	0	226	0	0	14	1954	0	0	4	0	10	530	0	0	0	0	2214	6	0	0	0	0	0	300	46	0	164	0	0
ASV_220	542	26	0	0	0	0	0	0	0	0	0	0	34	0	0	0	4	46	0	20	0	0	0	886	0	0	0	0	32	52	0	0	0	0	452	0	0	0	0	0	0	3674	0	12	128	0	0
ASV_221	0	0	0	0	0	0	0	0	0	0	54	0	0	236	1140	30	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	84	14	0	14	0	4278	0	0	2	0	0
ASV_222	1224	354	0	20	54	392	98	142	172	0	0	0	298	0	0	0	14	72	0	78	430	268	246	676	226	0	0	0	0	162	0	0	4	20	844	8	0	12	0	0	0	0	0	14	2	0	0
ASV_223	268	32	0	210	718	1296	1492	688	172	0	0	0	32	0	0	0	0	0	0	4	36	16	0	70	16	0	0	0	0	352	0	0	136	170	38	34	0	6	0	0	0	0	0	0	0	0	18
ASV_224	470	88	0	766	1326	820	734	808	334	0	0	0	46	0	0	0	0	0	0	2	0	0	0	34	0	0	0	0	0	164	4	0	92	66	6	36	0	0	0	0	0	0	0	0	0	0	0
ASV_225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5704
ASV_226	112	44	0	8	0	562	32	152	0	0	0	0	796	0	0	0	0	0	0	18	230	148	0	1068	0	0	0	0	0	22	0	0	96	0	2288	0	0	0	0	0	0	0	34	104	0	0	0
ASV_227	162	10	0	0	4	478	4654	28	2	0	0	0	158	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	14
ASV_228	4	6	0	8	2	1298	828	1962	900	0	0	0	78	0	0	0	0	0	0	6	0	0	0	186	0	0	0	0	0	158	20	0	50	10	126	4	0	0	0	0	0	0	0	0	0	0	0
ASV_229	196	46	0	4	0	368	22	94	178	0	0	0	1180	0	0	0	14	18	0	76	4	4	8	882	0	20	0	0	0	102	0	0	0	0	2088	0	0	0	0	0	0	318	0	4	0	0	0
ASV_230	1922	890	0	1216	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_231	48	12	0	0	0	290	170	568	706	0	0	0	398	0	0	0	24	96	0	108	0	0	0	696	0	0	0	0	0	318	90	0	0	0	1968	2	0	0	0	0	0	0	8	0	0	0	0
ASV_232	50	18	0	0	36	582	1448	848	530	0	0	0	44	0	0	0	0	32	0	10	38	36	0	398	0	0	18	0	0	960	24	0	144	110	154	10	0	0	0	0	0	0	0	0	0	0	0
ASV_233	0	0	0	0	0	14	102	0	2	0	484	0	0	0	0	0	0	0	2	0	82	44	984	12	1166	20	4	0	0	46	0	0	0	40	0	2	0	252	0	150	0	0	1724	264	0	0	0
ASV_234	30	8	0	38	104	386	566	904	478	0	0	0	16	0	0	0	0	24	0	12	6	4	0	106	10	0	0	0	0	1676	20	0	542	126	24	88	0	18	0	0	0	150	0	0	0	0	0
ASV_235	134	82	0	42	190	720	858	1034	902	0	0	0	64	0	0	0	10	26	0	12	0	0	0	244	0	0	6	0	0	258	66	0	20	58	136	48	12	0	0	0	0	346	0	0	0	0	0
ASV_236	522	130	0	12	20	1806	344	376	456	0	0	0	646	0	0	0	12	28	0	28	0	0	0	338	0	0	0	0	0	78	20	0	0	2	358	0	0	0	0	0	0	0	18	44	0	0	0
ASV_237	6	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	150	0	0	1100	720	0	2614	18	0	34	0	0	176	0	0	0	0	82	2	0	0	0	0	0	232	0	0	0	0	20
ASV_238	26	0	0	4	14	750	512	2762	326	0	82	0	52	0	0	0	0	6	0	0	8	0	0	290	0	0	0	0	0	220	0	0	2	30	76	4	0	0	0	0	0	0	0	0	0	0	0
ASV_239	96	90	0	0	0	1136	60	46	0	0	0	0	482	0	0	0	10	98	0	0	12	0	0	1356	0	0	0	0	0	0	0	0	0	0	1664	0	16	0	0	0	0	0	24	44	0	0	26
ASV_240	0	0	0	0	0	0	0	0	0	46	6	256	0	50	0	904	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	74	0	0	0	0	3782	0	0	2	0	0
ASV_241	42	110	0	0	10	428	16	0	0	0	0	0	914	0	0	0	32	102	0	228	0	0	0	820	0	0	0	0	0	206	0	0	8	0	1912	0	0	0	0	0	0	266	0	0	18	0	0
ASV_242	94	56	0	0	2	0	0	0	0	0	20	10	0	46	76	0	8	130	0	0	0	16	20	0	0	36	0	20	0	12	0	0	0	0	4	0	0	0	0	0	0	0	54	94	100	0	4298
ASV_243	2778	902	0	38	20	74	0	0	22	0	0	0	244	0	0	0	0	20	0	188	24	10	0	256	0	0	0	0	0	202	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0
ASV_244	166	108	0	136	26	1614	870	0	0	0	0	0	2066	0	0	0	0	0	0	14	0	0	0	20	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0
ASV_245	794	70	0	6	148	1416	2130	24	54	0	0	0	192	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	12	10	0	0	40
ASV_246	1302	108	0	0	0	56	0	22	0	0	0	0	80	0	0	0	0	36	0	32	0	0	0	2266	0	0	0	0	20	136	0	0	0	0	878	0	0	0	0	0	0	18	26	0	20	0	34
ASV_247	892	24	520	0	0	0	28	12	0	0	38	0	0	186	116	0	0	70	0	0	96	88	24	380	2	30	66	0	0	28	0	0	0	4	16	2	0	0	0	0	0	212	708	8	782	0	674
ASV_248	140	64	0	716	506	202	62	116	128	0	0	0	8	0	0	0	0	0	0	0	10	0	60	0	122	0	0	0	0	8	0	0	0	72	0	40	0	2746	0	0	0	0	0	0	0	0	0
ASV_249	4	0	0	0	4	0	0	0	0	30	454	128	0	1638	190	4	0	0	0	0	0	0	0	0	0	44	154	18	0	0	0	0	0	0	0	0	218	244	0	1064	0	684	28	4	72	0	0
ASV_250	0	0	148	0	0	0	0	0	0	208	252	864	0	1356	198	182	0	0	0	0	0	0	26	0	0	0	120	0	0	0	0	0	0	0	0	0	1012	0	0	298	0	296	0	0	0	0	0
ASV_251	30	8	0	20	68	642	762	1600	702	0	0	0	14	0	0	0	0	0	0	0	0	0	0	120	0	4	0	0	0	630	0	0	96	0	24	4	0	0	0	0	0	216	0	0	0	0	0
ASV_252	48	12	0	0	0	0	0	0	6	0	0	0	318	0	0	0	52	220	0	606	48	0	0	766	0	0	0	0	0	668	0	0	0	0	1228	0	0	0	0	0	0	898	18	0	24	0	0
ASV_253	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1598	24	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1484	486	0	0	0
ASV_254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	78	44	12	2	16	0	0	0	0	2504	0	0	786	452	0	300	0	26	0	6	0	576	0	0	0	0	0
ASV_255	114	26	0	60	140	1412	1146	230	512	0	0	0	114	0	0	0	20	182	0	12	0	0	0	56	0	0	0	0	0	332	102	0	168	2	78	4	0	0	0	0	0	0	0	0	0	0	118
ASV_256	84	58	0	34	18	478	74	1202	80	0	0	0	278	0	0	0	14	70	0	58	0	0	0	550	0	0	2	0	0	54	0	0	0	0	1048	0	0	0	0	0	0	702	0	0	0	0	0
ASV_257	0	0	0	0	0	1240	358	918	336	0	0	0	30	0	0	0	0	0	0	12	0	0	0	32	0	0	0	0	0	300	0	0	294	44	20	22	0	0	0	0	0	1178	0	0	0	0	0
ASV_258	324	16	0	0	0	0	8	0	0	0	0	0	6	0	0	0	0	24	0	0	22	12	0	350	0	6	0	0	44	50	0	0	0	0	30	0	0	0	0	0	0	3784	86	0	0	0	0
ASV_259	196	168	0	138	138	104	156	178	90	0	0	0	1104	0	0	0	0	6	2	8	0	2	0	812	0	0	8	0	0	14	0	0	0	0	1474	0	0	0	0	0	0	0	46	100	0	0	18
ASV_260	0	0	0	0	0	0	0	0	0	0	460	0	4	0	0	0	10	24	0	90	360	200	0	10	14	0	0	0	0	1542	6	0	262	420	16	246	0	16	0	0	0	660	112	244	40	0	0
ASV_261	38	22	0	76	56	788	464	732	564	28	0	206	70	0	0	0	0	10	0	18	0	0	0	54	0	0	0	0	0	578	34	0	138	6	20	22	0	0	0	0	0	770	0	0	0	0	0
